symptom_text,prognosis
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Hypothyroidism
I feel really sick. I have no energy and have lost my appetite. I also have small red spots on my skin.,Chicken Pox
"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Dengue
I have been feeling very sick. I have been vomiting and have a high fever. My skin has become yellow and my urine is dark. I also have abdominal pain.,Jaundice
I'm having trouble breathing. I'm sweating a lot and I don't feel well. My chest hurts and I have a lot of mucus in my throat. I'm coughing up phlegm that's a weird color.,Pneumonia
"I have been experiencing cramps in my legs for a few days now. I think there might be a bruise on my calves, but I'm not sure.",Varicose Veins
I'm having a really bad stomach ache and diarrhea. I also have a fever and a headache. The last few days have been really unpleasant.,Typhoid
I have rashes on my skin that flake off and make me prone to infection. My fingers twitch and I sometimes shake.,Drug Reaction
"I have a fever, headache, and swollen lymph nodes. I feel weak and fatigued. I'm having trouble concentrating because of the fever.",Chicken Pox
"I have been having loose, watery stools many times a day. I have lost my appetite and am always sick. I am also developing a mild fever. My abdominal part pains a lot. I don't know what the reason behind all of these is.",Typhoid
"I have asthma, and I get wheezing and breathing problems. I also have headaches and fevers. I'm always tired.",Allergy
I've been feeling really thirsty and hungry lately. I also get really tired sometimes.,Diabetes
"I have to urinate a lot, but when I do, it hurts and I only get a little bit out. The urine is cloudy and bloody and sometimes smells bad. I also feel nauseous.",Urinary Tract Infection
"I've been having to go to the toilet a lot more frequently than normal, and my urine has been cloudy and smells strongly. I've also been feeling feverish.",Urinary Tract Infection
I have mood swings and have trouble concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores. I also have a lot of thirst and I have to pee a lot.,Diabetes
I've been feeling really tired and sick. My nose is running and I'm sneezing a lot. My head hurts and I feel like I have no energy. I also have a fever and feel like I'm burning up.,Common Cold
"I have a rash on my skin that is itchy and irritating. It is also flaky. It has spread to other areas of my body, including my chest and belly. It is worse at night.",Psoriasis
I have been having constipation and diarrhea. I also have a lack of energy and appetite.,Peptic Ulcer Disease
"I have been feeling chills and shivering, and I have a high fever. I also have rashes on my arms and red spots on my neck.",Dengue
I have been having a hard time eating lately. I have a sore throat and my nose is running.,Allergy
"I have a rash on my back and chest, and my skin is itchy. Sometimes my skin is dry and flaky, which often results in body stains.",Drug Reaction
I have a burning pain in my stomach that comes and goes. I also have a loss of appetite and energy and often feel very fatigued.,Peptic Ulcer Disease
"I've been having trouble breathing, coughing a lot, and feeling tired. I've been coughing up a lot of thick, sticky mucus and have a fever. I'm just feeling really run down and exhausted from all of this.",Bronchial Asthma
I have a rash on my nose that is red and itchy. It feels like it is burning. I think it might be an infection.,Impetigo
I have a rash on my face that is very painful and inflamed. The sores are weeping clear fluid and it is getting worse every day.,Impetigo
I've been losing weight and can't seem to gain it back. I use antacids to help with the pain and discomfort I feel. My mouth feels terrible.,Peptic Ulcer Disease
"I've been feeling really tired and weak, and I can't seem to get enough sleep. I also have a rash on my neck that itches really bad. ",Dengue
"I often feel the need to urinate and have intense urges to do so. I also feel dizzy and confused, and I have lost my sight.",Diabetes
"I have been feeling lightheaded and dizzy, and I have also noticed that I have been getting headaches more frequently.",Hypertension
"I've been coughing a lot and I'm freezing. My nose is stuffed up and my face hurts. I've also been coughing up some nasty stuff, my chest hurts, and my muscles hurt. I can't smell anything.",Common Cold
"I've been having headaches, chest pain, dizziness, and trouble concentrating. I'm also feeling off balance.",Hypertension
"I've been having trouble swallowing, and my throat is sore. My nose has been running, and I've been sneezing a lot.",Allergy
"I've been having headaches and chest pains, and I've also fainted a few times. I've also noticed that it's hard for me to focus.",Hypertension
"I have a fever, chills, and severe itching. I also have a headache and am sweating a lot. I feel awful and have nausea and muscle aches.",Malaria
I've been having mood swings and my monthly cycle has changed. I've also had some unexpected vaginal discharge.,Drug Reaction
"I've been having eyesight problems, increased appetite, a sore neck, melancholy, irritability, and regular headaches, as well as acid reflux, indigestion, and frequent dizziness. These symptoms have made my regular activities more difficult and have caused me a great deal of distress.",Migraine
I have been feeling really sick. My body hurts a lot and I have no appetite. I have also developed rashes on my arms and face. The back of my eyes hurt a lot.,Dengue
"I have a hard time swallowing, and I feel full even after eating a small meal. I often have heartburn, nausea, and a tingling in my throat.",Gastroesophageal Reflux Disease
"I have a lot of heartburn and indigestion, especially after I eat spicy or fatty foods. When I lie down or bend over, my chest discomfort gets worse. My chest hurts a lot.",Gastroesophageal Reflux Disease
I've been having terrible stomach pains and I've been vomiting and constipated. I'm worried about my health.,Typhoid
"joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Hepatitis E
I have a metallic taste in my mouth and my sense of taste and smell is different. I also have severe joint and muscle pain.,Drug Reaction
"I have a burning sensation in my upper abdomen, and I frequently get nauseous, heartburn, and indigestion.",Peptic Ulcer Disease
I have been having trouble breathing for a few days. I have a high fever and I feel very tired. Can you recommend some medications for me?,Bronchial Asthma
"I've been having a fever, vomiting, chills, and severe itching. I also have a headache and am sweating a lot. My discomfort has also been accompanied by nausea and muscle pain.",Malaria
"I'm having trouble breathing and I feel like I'm getting out of breath easily. My face and chest are swollen, my eyes hurt, and I have a dry, hacking cough.",Allergy
I'm having trouble breathing and I'm sweating a lot. I have a lot of mucous in my throat and I feel sick. My chest hurts and my heart is racing. I'm coughing up red mucus.,Pneumonia
I have a rash all over my body. It's red and itchy. I've also been feeling achy and tired.,Chicken Pox
I have terrible mental clarity and find it difficult to stay focused. I regularly forget things and have problems remembering things. I also have trouble concentrating and find it difficult to pay attention.,Drug Reaction
"I've noticed a sudden peeling of skin on my arms, legs, and back. I also have joint pain and skin rashes. The rash is spreading to different parts of my body.",Psoriasis
I have cramps in my calves that are getting worse. I can't walk very far without them getting really bad.,Varicose Veins
I have varicose veins on my legs and they are very noticeable. They are also uncomfortable and I get cramps when I run.,Varicose Veins
"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally, I have been feeling nauseous and my muscles are sore.",Malaria
"I've been having a lot of pain in my lower abdomen, and it feels like my bladder is about to explode when I urinate. I've also been feeling very weak and have had a low body temperature since these symptoms started.",Urinary Tract Infection
I have a sore throat and I sneeze a lot. Sometimes my eyes and lips swell up. I can't stop sneezing once I start.,Allergy
"I have a high fever and chills every night. I don't feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behind my eyes. I can't do any physical activities. ",Dengue
I've been having a lot of pain in my stomach and I've been feeling really bloated and constipated. I've also been having a fever and chills.,Typhoid
I have been feeling sick to my stomach and have been throwing up. My head hurts really bad and I have some red spots on my arms.,Dengue
"I've been feeling really itchy lately, and I have these rashy blotches all over my skin. There are also some areas that are darker than the rest of my skin, and I have some painful lumps.",Fungal Infection
I have dark purple veins on my legs. They look like they are bulging out. I also get cramps when I run or sprint.,Varicose Veins
My muscles have been weak and my neck is tight. I have swollen joints that make it hard to move and walking is painful.,Arthritis
"I've been vomiting and having diarrhea for a few days. I'm also having a hard time keeping down liquids. I have a fever, a headache, and my stomach hurts. I can't do anything physical because I'm so weak.",Typhoid
I have a tickle in my throat and I'm always tired. My skin is dry and I sometimes have swelling around my eyes.,Allergy
"I have a fever, headache, and I'm tired all the time. I don't want to eat anything.",Chicken Pox
"I've been having a lot of pain in my joints, especially my knees and ankles. They're really stiff and it's hard for me to move around. I've also been feeling really weak and tired.",Arthritis
"I have been feeling very sick. I have been vomiting, I have no energy, and I have lost weight. My skin is yellow and my urine is dark. I have also been having abdominal pain.",Jaundice
I have been having a hard time breathing lately. I have a dry cough and I am coughing up a lot of mucus. I also have a fever and I am feeling very weak and tired.,Bronchial Asthma
"I've been feeling really run down lately, and I just can't seem to shake this cold. My nose is always running, and I'm coughing up all this gunk. My throat is sore, and I've got a headache. I'm also feeling really tired and achy.",Common Cold
My neck has been very tight and my muscles have felt quite weak recently. It's tough for me to move around without getting stiff because of my swollen joints. Walking has also been very uncomfortable.,Arthritis
"I've been having headaches, blurred vision, and acid reflux. These symptoms have been bothering me and interfering with my usual activities.",Migraine
"I've been feeling really scratchy, dizzy, and worn out. I've lost weight and have a fever. My urine is dark, and my skin has turned yellow. I also get stomach pain.",Jaundice
"I have a terrible backache, and I've been coughing a lot. My arms and legs are weak, and I have trouble balancing. My neck hurts too.",Cervical Spondylosis
I have a burning pain in my stomach that comes and goes. I have problems swallowing and feel bloated and gassy. I have a bitter taste in my mouth.,Peptic Ulcer Disease
"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. I can't control when I need to pee.",Urinary Tract Infection
"I have a rash on my skin that is itchy and has been getting worse over time. There are also some patches of skin that are different colors than the rest, and I've noticed some bumps that look like little nodes.",Fungal Infection
"I've been feeling really bad, with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart is racing, and I've been coughing up a lot of brown phlegm.",Pneumonia
I have prominent blood vessels on my calves that are causing me self-consciousness and embarrassment. I believe the problem is because of my overweight.,Varicose Veins
"I've been feeling really itchy, sick to my stomach, and tired. I've also had a fever and lost weight. My skin and urine have turned yellow, and my stomach hurts.",Jaundice
"I have been experiencing headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance",Migraine
I have been having frequent headaches and blurred vision.,Migraine
I have trouble breathing when I exercise. I sweat a lot and get hot easily. I get yeast infections a lot.,Diabetes
I've been feeling really tired and sick to my stomach. I've also been losing weight and have a fever. My urine is dark and my skin has turned yellow. I've also been having stomach pain.,Jaundice
I have cramps in my calves and it is difficult for me to walk. I feel tired after working for some time. I think it is because I am obese.,Varicose Veins
"I've been sneezing a lot, and I feel really tired. I have a lot of gunk in my nose and throat, and my throat hurts. My neck also feels swollen.",Common Cold
I sometimes have blood in my urine and I feel a little sick. I also sometimes have really bad smelling pee and I get really hot at night.,Urinary Tract Infection
"I've been vomiting and having diarrhea for a few days. I've also been having a fever, constipation, and headache. I'm having a hard time staying hydrated.",Typhoid
"I've been having headaches, chest pain, dizziness, and trouble concentrating. I've also noticed that my balance has been off.",Hypertension
"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that don't look like the normal color of my skin, and I've had some bumps that are kind of hard. I'm not sure what it is, but I'm worried about it.",Fungal Infection
"I've been coughing up phlegm and my back hurts. I also feel weak and disoriented, and my neck hurts.",Cervical Spondylosis
I have a fever and red spots all over my body. I feel really tired and I don't want to eat anything. I'm worried about what's wrong with me.,Chicken Pox
"My nose is always stuffy and congested, and my eyes are always red and itchy. I feel unwell and fatigued, and I keep coughing up this gunk. I have a scratchy, irritated throat, and my neck's lymph nodes are swollen.",Common Cold
I have a rash on my nose that started out small but has gotten bigger and is now red and oozing. It hurts and I think it might be an infection.,Impetigo
I have a rash all over my body that is red and swollen. It is itchy and uncomfortable. I also have a fever.,Chicken Pox
I've been feeling really run down and sick. I've been sneezing a lot and I can't seem to get warm. My head hurts and I feel like I have a fever.,Common Cold
"I have a burning sensation in my throat that comes and goes, and it's worse after I eat. I also have a bitter or sour aftertaste in my mouth sometimes.",Gastroesophageal Reflux Disease
I've been feeling really sick. I have a runny nose and a lot of congestion. I've been coughing a lot and I have a lot of chest pain. My fever is really high and I've been feeling really achy.,Common Cold
"I have been having to pee a lot more often than usual. Sometimes it hurts when I pee and the pee is bloody and smells bad. I think I have an infection, what do I do?",Urinary Tract Infection
"I have been having back pain, a hacking cough, and weakness in my arms and legs. I also have neck pain and have been dizzy and have trouble balancing.",Cervical Spondylosis
I have a rash that is itchy and painful. My nails have little dents in them. I also have skin peeling in different parts of my body.,Psoriasis
"I've been feeling really sick. I've lost weight, have a fever, and I'm so tired. My skin is yellow, and my urine is dark. I've also been having stomach pain.",Jaundice
"I have a silvery layer on my skin, especially on my back and arms. It's made up of small scales that peel off easily when I rub them. I also have rashes all over my body.",Psoriasis
I have a rash on my face. I have little sores around my nose that are oozing yellow stuff. The sores are really painful.,Impetigo
My legs have been swollen for a few days. I can see the veins bulging out of my skin. This is not normal for me.,Varicose Veins
"I feel like I'm getting a cold. My neck is swollen, and I'm exhausted. My throat is scratchy, and my eyes are burning red. My nose is really clogged, and I am experiencing facial pressure. My chest hurts, and I'm unable to smell anything.",Common Cold
"I've been having trouble sleeping because of the rash that itches and hurts. My nails have little dents in them, which is really scary. My nails are also inflamed.",Psoriasis
I have varicose veins on my legs. They are swollen and protruding from my skin. They are painful and noticeable.,Varicose Veins
I have a fever and sores on my face. The sores are taking a long time to heal and are getting infected.,Impetigo
My muscles have been feeling weak and my joints have been swollen. It has been hard to move around and it hurts to walk.,Arthritis
"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Dengue
"I have a sour taste in my mouth, and sometimes I have trouble swallowing.",Gastroesophageal Reflux Disease
"I've been having to pee a lot, and it hurts when I do. Sometimes I see blood in my pee, and it smells really bad. I'm worried that I have an infection. What should I do?",Urinary Tract Infection
I've been feeling really run down and weak. My throat is sore and I've been coughing a lot. I've also been having chills and a fever.,Common Cold
My muscles are weak and my neck is stiff. My joints are swollen and it hurts to walk.,Arthritis
I have a rash on my face and neck. It's red and blistery. I'm worried about it.,Impetigo
"I have been having severe joint pain for a few days. I have also been vomiting and have a fever. I have been taking medication for the fever, but it doesn't seem to be helping.",Dengue
"I've been sneezing a lot, and my nose is running. I'm also feeling really tired and achy, and I've been coughing a lot. My fever is also pretty high.",Common Cold
"I've been having neck pain, and I've been feeling lightheaded. I've also been having trouble standing still.",Cervical Spondylosis
I have a rash that is itchy and sometimes red and rough. I also have little pimples that look like tiny balls and some spots that are a different color than the rest of my skin. It really irritates me and itches.,Fungal Infection
"I've been experiencing muscular weakness and stiffness in my neck recently. My joints have swollen, making it hard for me to move around without getting stiff. Walking has also been very painful.",Arthritis
I have some veins in my legs that are bulging out. I'm concerned about it. I'm also overweight and I think that might be the cause.,Varicose Veins
"I've been feeling really itchy all over my body, and I have a rash that's red and inflamed.",Chicken Pox
I have a lot of red pimples and itchy skin on my arms and legs. I also have a few odd-looking lesions on my skin. And occasionally there are bumps that are somewhat uncomfortable.,Fungal Infection
"Hey mom and dad, I've been feeling really tired lately and I have a cough that won't go away. My fever is really high and my breathing has become shallow. I've also been coughing up a lot of mucous, thick sputum.",Bronchial Asthma
I've been having trouble breathing for a few weeks now. It's especially bad when I try to exercise or when I'm around smoke or other irritants. I also have a persistent cough and I'm always tired.,Bronchial Asthma
"I have been experiencing headaches, blurred and distorted vision, and excessive hunger. These symptoms have been affecting my daily life and causing me discomfort.",Migraine
I have a rash all over my body. It's itchy and the patches are darker than the rest of my skin. I also have some firm lumps.,Fungal Infection
I have a lot of gas and burping. I have chest pain that goes up my neck and into my jaw and arm. I feel like my chest is tight and heavy.,Gastroesophageal Reflux Disease
"I have been experiencing pain in my legs, especially when I exercise. The veins in my legs are also very prominent and painful. I feel fatigued all the time.",Varicose Veins
"I feel really sick when I have a fever. I get really nauseous and lightheaded, and my heart pounds really fast. I can't think straight, and everything feels hazy.",Drug Reaction
I have red spots on my arms and legs that are really itchy. I can't sleep at night because of the itching. I also have a headache and a fever.,Chicken Pox
I've been experiencing stiffness in my neck and my joints have swollen. I've also been experiencing pain when I walk.,Arthritis
I have a strong smell in my urine and it is cloudy. I have been having fevers and need to urinate more often at night.,Urinary Tract Infection
"i have been having high fever since past few days , saliva also became thick , dry cough , weakness also seen",Bronchial Asthma
I have been having a lot of pain when I urinate and it burns. I also have a fever and I feel like I have to urinate all the time.,Urinary Tract Infection
I have been experiencing a severe fever for the past 3 days. I also have a headache and pain behind my eyes. I feel very tired and exhausted. I cannot do any work.,Dengue
I've noticed that my skin is more sensitive now than it used to be. It's red and itchy. I have silvery scales on my back and elbows.,Psoriasis
"I have a high fever, chills, and severe itching. I have a headache and I'm also sweating a lot. I've been feeling nauseous and my muscles are aching.",Malaria
"I've been having a lot of trouble breathing, and I've been coughing a lot. I also have a fever, and I'm feeling really weak. I'm not sure what's wrong with me, but I'm worried that it might be something serious.",Bronchial Asthma
"I have a rash on my skin. It is mainly near my nose, but it is spreading to other parts of my body. I am worried about this.",Impetigo
I have been experiencing abdominal pain for a few days now. It is really painful and I have also been constipated and vomiting. I am worried about my health.,Typhoid
"I have a burning sensation in my throat, especially after I eat. I also sometimes get a sour or bitter taste in my mouth, which makes me feel sick.",Gastroesophageal Reflux Disease
I have a rash on my face and it's really painful. There are little blisters around my nose and they're oozing yellow liquid.,Impetigo
"My neck has been tight and weak lately. I can't run without my joints getting tight, and walking is uncomfortable.",Arthritis
I have a rash on my face that is getting worse. It is very painful and has started to ooze yellow fluid.,Impetigo
I have been having trouble breathing for a few days. I have a fever and a lot of mucus. Can you recommend some medicine?,Bronchial Asthma
"I'm burning up, and I can't catch my breath. I'm sweating and shivering, and I'm so tired. My heart is racing, and I'm coughing up brown stuff.",Pneumonia
"I have a runny nose, sneezing, watery eyes, and a cough. My head hurts too.",Allergy
"Symptoms of acute hepatitis B range from mild to severe. They usually appear about 1 to 4 months after you've been infected, although you could see them as early as two weeks after you're infected. Some people, usually young children, may not have any symptoms. Hepatitis B signs and symptoms may include:  Abdominal pain Dark urine Fever Joint pain Loss of appetite Nausea and vomiting Weakness and fatigue Yellowing of the skin and the whites of the eyes, also called jaundice ",Hepatitis B
"I have to constantly go to the bathroom to pee, but I can't seem to empty my bladder. I get these very strong and uncontrollable urges to pee and sometimes my pee is dark or bloody.",Urinary Tract Infection
I feel like I'm always tired and I have a tickle in my throat. My skin is also dry and I sometimes get swelling around my eyes.,Allergy
I have been feeling really sick lately. I have been vomiting and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain. I am worried that I might have something serious.,Jaundice
"I've been feeling very thirsty lately, and I've been getting hungry more often. I've also been feeling very tired.",Diabetes
I have heartburn and indigestion. I often vomit whatever I eat and have difficulty swallowing food. I have a nagging pain in my upper abdomen. I have a hard time sleeping because of the pain.,Gastroesophageal Reflux Disease
I've been feeling really down lately and my urine smells really bad. I can't seem to hold my urine in and my kidneys hurt. I've also been craving things I don't normally like.,Urinary Tract Infection
"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. I also feel very weak and tired. ",Dengue
I've had severe stomach pain and constipation for the last few days. I also get a headache and chills every night.,Typhoid
"I have a burning sensation in my chest and throat, and I often feel like I have to clear my throat. I also have a bad taste in my mouth and my breath smells bad.",Gastroesophageal Reflux Disease
"I've been feeling really unwell. I have a headache, and I'm perspiring a lot. I've been uncomfortable from nausea and muscle ache, too. I've also been scratching a lot, and I have chills and a high fever.",Malaria
I have blood in my urine sometimes and I feel sick to my stomach. I also get hot at night and my pee smells bad.,Urinary Tract Infection
"Signs and symptoms of malaria may include:  Fever Chills General feeling of discomfort Headache Nausea and vomiting Diarrhea Abdominal pain Muscle or joint pain Fatigue Rapid breathing Rapid heart rate Cough  Some people who have malaria experience cycles of malaria ""attacks."" An attack usually starts with shivering and chills, followed by a high fever, followed by sweating and a return to normal temperature. Malaria signs and symptoms typically begin within a few weeks after being bitten by an infected mosquito. However, some types of malaria parasites can lie dormant in your body for up to a year.",Malaria
I feel weak and my lymph nodes are swollen. My eyes burn and my throat hurts. My sinuses are congested and my nose is stuffy. I can't smell anything and my chest hurts.,Common Cold
"I have a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. It has gotten worse over the last week.",Fungal Infection
I have been having pain in my joints and I have noticed that my skin is peeling in different places. I am worried that something is wrong with me.,Psoriasis
"I have trouble breathing and I get out of breath easily. My eyes hurt and I have a dry, hacking cough. My face and body are swollen.",Allergy
"I've been feeling really tired lately, and I've been having trouble losing weight. I've also been feeling really thirsty, and I've been going to the bathroom a lot more than usual.",Diabetes
I have a lot of small red bumps all over my body. They're itchy and uncomfortable. I'm worried about what they could be.,Chicken Pox
"I've been having a lot of stomach pain and bloating, and I've been constipated. I also have a high fever and chills.",Typhoid
"I've been having a lot of pain in my joints, and they're all swollen. I'm also having trouble moving around because of the stiffness.",Arthritis
I have been having a lot of stomach pain and heartburn. I also have been feeling very tired and have no appetite.,Peptic Ulcer Disease
I have a fever and my nose is sore. There are red sores on my nose that are painful and have yellow stuff coming out of them.,Impetigo
I'm having trouble breathing and I feel really uncomfortable. I'm sweating a lot and my throat is full of phlegm. My chest hurts and my heart is racing. The mucus I'm coughing up is brown.,Pneumonia
"I have a rash all over my body that is really itchy. I also have a fever, body aches, headache, and chills.",Dengue
"I've been feeling dizzy and anxious, and I've been having trouble concentrating.",Hypertension
"I've had a fever for the past four days, and my urine is bloody. My head hurts a lot, and my urine smells terrible. I don't feel like I can control when I need to pee.",Urinary Tract Infection
"I have red, bumpy areas on my skin that are itchy. I also have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body.",Fungal Infection
"I have a bad cough and I'm really tired. I have a high fever and my breathing is shallow. When I cough, a lot of saliva comes out.",Bronchial Asthma
"I have a rash on my skin that is causing a lot of discomfort. It is red and inflamed, and it is spreading all over my body. The rash is also accompanied by intense itching, especially on my arms and legs.",Chicken Pox
"I've been coughing a lot for a few days now. It's been hard for me to catch my breath, and I've been feeling very exhausted. I've also been producing a lot of mucus when I cough.",Bronchial Asthma
I have small red sores near my nose and neck that are painful and inflamed. I also have a high fever.,Impetigo
"I've been having a lot of pain in my joints, and it's been hard to move around. I've also been feeling really tired and weak.",Arthritis
"I have been experiencing a lot of fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep. I have also been experiencing some joint pain and stiffness, especially in my knees and ankles.",Psoriasis
"I have a rash on my back and chest, and my skin is itchy. Sometimes my skin is flaky, and I get body marks.",Drug Reaction
"I'm having trouble breathing, and I have a really high fever. I'm sweating a lot and feeling really cold and tired. My heart is beating really fast, and I have some brownish sputum.",Pneumonia
I'm having trouble breathing. I'm coughing up a lot of mucus. My chest hurts. I'm sweating a lot. I feel really sick.,Pneumonia
I'm having trouble breathing and I'm sweating a lot. I feel really sick and I have a lot of mucus in my throat. My chest hurts and my heart is racing. I'm coughing up a lot of dark mucus that looks like rust.,Pneumonia
"I have a rash on my skin that is red, itchy, and painful. It is spreading all over my body.",Chicken Pox
I have been having a headache that is throbbing and is on one side of my head. It is also making me feel nauseous and lightheaded.,Migraine
"I've been experiencing a lot of itching, chills, vomiting, and a fever. I also have a headache and am sweating a lot. Additionally hurting me have been nausea and muscle aches.",Malaria
I have a bunch of red spots all over my body. They are itchy and starting to swell. I think they are spreading.,Chicken Pox
"I have a burning sensation in my throat, especially after I eat. I also sometimes get a sour or bitter taste in my mouth that makes me feel nauseous.",Gastroesophageal Reflux Disease
"I've been having back pain, a dry cough, and stiffness in my arms and legs. I've also had problems staying balanced and experience dizziness. My neck hurts, too.",Cervical Spondylosis
I have a rash on my skin that is itchy and has a different color than the rest of my skin. I also have some firm pimples or breakouts on my skin.,Fungal Infection
I've been drinking a lot more water and going to the bathroom a lot more often. My mouth and throat are always dry. I've been really hungry and eating a lot more lately.,Diabetes
"I've been having headaches, blurred vision, and stomach problems. I also have a stiff neck, depression, impatience, and visual disturbance.",Migraine
My neck muscles have been tight and weak lately. I've also been having trouble running and walking because my joints are stiff.,Arthritis
I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark and my skin is yellow. I've also been having stomach pain.,Jaundice
I have a dry cough that just won't go away. I also have this problem with my infections not healing and I have palpitations.,Diabetes
"I've been having a fever, chills, and nausea. I've also been sweating a lot and have a headache. My muscles are sore and I've been scratching a lot.",Malaria
I've been having a lot of pain in my joints and my neck has been really tight. It's hard for me to move around without getting stiff and it's really painful to walk.,Arthritis
I've gained a lot of weight and am currently quite fat. I have many inclinations and cravings. I've been taking a new medication for my diabetes.,Drug Reaction
"I have these bulging veins on my legs that are very noticeable and are causing me a lot of discomforts. They are swollen and protrude from my skin, making them visible through my clothing.",Varicose Veins
I am feeling very sick. I have no appetite and I feel like vomiting. I have also noticed some red spots on my skin. I am worried about my health.,Chicken Pox
"I have been feeling very sick for the past few days. I have severe joint pain, I feel like vomiting all the time, and I have a mild headache.",Dengue
"I've been experiencing a high fever, vomiting, chills, and severe itching. I also have a headache and am sweating profusely. My discomfort has also been accompanied by nausea and muscle pain.",Malaria
"I've been having trouble concentrating and focusing. I've also been experiencing balance issues, a headache, chest pain, and dizziness.",Hypertension
"I've been having a lot of trouble sleeping because of the high fever, headache and chills. I wake up every day having a terrible pain in my belly area. I've also been feeling really weak and tired.",Typhoid
I'm sneezing and my nose is running. I feel exhausted and my head hurts. I have a fever.,Common Cold
"I have itchy, inflamed skin on my calves that is hard to sleep with. I'm also concerned about the blood vessels that are protruding out.",Varicose Veins
I have a fever and I feel dizzy and lightheaded. My heart is beating very fast and I feel very confused. I can't think very clearly and everything feels foggy.,Drug Reaction
I have been having pain in my bladder and have been getting up to pee a lot.,Urinary Tract Infection
